File,time,f0 
abby-walk-a-A,0.06170068027210903,NA
abby-walk-a-A,0.07170068027210903,NA
abby-walk-a-A,0.08170068027210903,NA
abby-walk-a-A,0.09170068027210904,NA
abby-walk-a-A,0.10170068027210905,NA
abby-walk-a-A,0.11170068027210903,160.38453558028976 
abby-walk-a-A,0.12170068027210904,160.88023296258567 
abby-walk-a-A,0.13170068027210904,161.85502575978458 
abby-walk-a-A,0.14170068027210903,160.94564772247335 
abby-walk-a-A,0.15170068027210903,159.37036924151394 
abby-walk-a-A,0.16170068027210904,158.5253641165648 
abby-walk-a-A,0.17170068027210905,160.54005149882283 
abby-walk-a-A,0.18170068027210903,163.06050965675715 
abby-walk-a-A,0.19170068027210904,165.9731749217155 
abby-walk-a-A,0.20170068027210905,167.37524785605413 
abby-walk-a-A,0.21170068027210903,169.0398824782783 
abby-walk-a-A,0.22170068027210904,170.33966971815823 
abby-walk-a-A,0.23170068027210905,171.15444210246775 
abby-walk-a-A,0.24170068027210903,178.38392697805395 
abby-walk-a-A,0.251700680272109,184.08955536901266 
abby-walk-a-A,0.261700680272109,186.58131077267595 
abby-walk-a-A,0.27170068027210903,188.44015863684874 
abby-walk-a-A,0.28170068027210904,190.0283973469475 
abby-walk-a-A,0.29170068027210905,190.98385640329104 
abby-walk-a-A,0.30170068027210906,191.50236090201466 
abby-walk-a-A,0.31170068027210907,192.81088749916825 
abby-walk-a-A,0.321700680272109,196.26993119303506 
abby-walk-a-A,0.331700680272109,199.40744926950964 
abby-walk-a-A,0.34170068027210904,203.75201653817913 
abby-walk-a-A,0.35170068027210905,206.4808444840323 
abby-walk-a-A,0.36170068027210905,209.12236103425425 
abby-walk-a-A,0.37170068027210906,211.17966675988737 
abby-walk-a-A,0.38170068027210907,212.7826301883247 
abby-walk-a-A,0.391700680272109,215.0665624003782 
abby-walk-a-A,0.40170068027210903,218.437941751598 
abby-walk-a-A,0.41170068027210904,218.5074426862119 
